InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Country,TotalSales
578347,20978,36 PENCILS TUBE SKULLS,2,2011-11-24 09:26:00,2.46,United Kingdom,4.92
562733,22423,REGENCY CAKESTAND 3 TIER,16,2011-08-09 10:20:00,10.95,United Kingdom,175.2
562155,21985,PACK OF 12 HEARTS DESIGN TISSUES ,216,2011-08-03 11:24:00,0.25,United Kingdom,54.0
538346,21175,GIN + TONIC DIET METAL SIGN,12,2010-12-10 14:53:00,2.1,United Kingdom,25.200000000000003
541219,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-01-14 14:06:00,2.46,United Kingdom,2.46
564722,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-08-28 12:06:00,8.95,United Kingdom,17.9
555564,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-06-05 15:01:00,1.65,United Kingdom,3.3
537404,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2010-12-06 14:46:00,1.95,United Kingdom,3.9
576356,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,2011-11-14 16:30:00,2.95,United Kingdom,53.1
553831,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2011-05-19 11:36:00,8.5,Channel Islands,34.0
574081,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-11-02 16:37:00,3.75,United Kingdom,15.0
559466,40016,CHINESE DRAGON PAPER LANTERNS,24,2011-07-08 13:31:00,0.42,United Kingdom,10.08
575219,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,24,2011-11-09 11:17:00,3.39,United Kingdom,81.36
547548,22084,PAPER CHAIN KIT EMPIRE,2,2011-03-23 15:37:00,2.95,United Kingdom,5.9
572188,23504,PLAYING CARDS JUBILEE UNION JACK,12,2011-10-21 11:06:00,1.25,United Kingdom,15.0
556193,22150,3 STRIPEY MICE FELTCRAFT,6,2011-06-09 12:04:00,1.95,United Kingdom,11.7
563614,22736,RIBBON REEL MAKING SNOWMEN ,120,2011-08-18 08:51:00,1.45,Australia,174.0
575868,23506,MINI PLAYING CARDS SPACEBOY ,20,2011-11-11 12:44:00,0.42,United Kingdom,8.4
561600,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2011-07-28 11:29:00,0.55,United Kingdom,1.6500000000000001
581414,22539,MINI JIGSAW DOLLY GIRL,1,2011-12-08 14:39:00,0.19,United Kingdom,0.19
568878,22386,JUMBO BAG PINK POLKADOT,10,2011-09-29 12:34:00,2.08,United Kingdom,20.8
572703,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-25 14:35:00,12.75,United Kingdom,12.75
537199,M,Manual,1,2010-12-05 14:06:00,0.65,United Kingdom,0.65
564079,22386,JUMBO BAG PINK POLKADOT,10,2011-08-22 15:55:00,2.08,Germany,20.8
539078,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,2010-12-16 08:10:00,7.95,United Kingdom,31.8
565915,21914,BLUE HARMONICA IN BOX ,3,2011-09-07 15:52:00,1.25,United Kingdom,3.75
541104,22467,GUMBALL COAT RACK,3,2011-01-13 14:29:00,4.96,United Kingdom,14.879999999999999
557442,22556,PLASTERS IN TIN CIRCUS PARADE ,4,2011-06-20 12:53:00,1.65,United Kingdom,6.6
567473,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-09-20 12:50:00,3.75,United Kingdom,3.75
553182,22366,DOORMAT AIRMAIL ,10,2011-05-15 12:21:00,6.75,United Kingdom,67.5
540551,79066K,RETRO MOD TRAY,1,2011-01-10 09:43:00,1.66,United Kingdom,1.66
580615,20963,APPLE BATH SPONGE,20,2011-12-05 12:05:00,1.25,United Kingdom,25.0
547563,22568,FELTCRAFT CUSHION OWL,4,2011-03-24 08:56:00,3.75,United Kingdom,15.0
559607,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-07-11 11:39:00,4.15,France,24.900000000000002
570030,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-10-07 10:44:00,4.15,France,16.6
552554,21902,"KEY FOB , FRONT  DOOR ",8,2011-05-10 11:04:00,0.65,United Kingdom,5.2
552821,22464,HANGING METAL HEART LANTERN,1,2011-05-11 12:58:00,1.65,United Kingdom,1.65
578995,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,4,2011-11-27 15:59:00,0.42,United Kingdom,1.68
558774,23182,TOILET SIGN OCCUPIED OR VACANT,3,2011-07-04 10:17:00,2.46,United Kingdom,7.38
573629,22508,DOORSTOP RETROSPOT HEART,4,2011-10-31 15:30:00,3.75,Germany,15.0
546651,21156,RETROSPOT CHILDRENS APRON,1,2011-03-15 14:17:00,4.13,United Kingdom,4.13
541516,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,5,2011-01-18 17:34:00,3.29,United Kingdom,16.45
557938,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,2011-06-23 15:35:00,2.46,United Kingdom,2.46
544568,22613,PACK OF 20 SPACEBOY NAPKINS,12,2011-02-21 12:54:00,0.85,United Kingdom,10.2
573138,23397,FOOT STOOL HOME SWEET HOME ,1,2011-10-27 17:22:00,9.95,United Kingdom,9.95
573496,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,2011-10-31 11:59:00,4.95,United Kingdom,4.95
547871,20713,JUMBO BAG OWLS,3,2011-03-27 14:28:00,1.95,United Kingdom,5.85
579885,22227,HANGING HEART MIRROR DECORATION ,5,2011-11-30 17:37:00,0.65,United Kingdom,3.25
571544,22685,FRENCH BLUE METAL DOOR SIGN 0,1,2011-10-17 16:53:00,1.25,United Kingdom,1.25
559015,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-07-05 12:53:00,2.55,United Kingdom,81.6
573407,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,4,2011-10-30 15:58:00,2.95,United Kingdom,11.8
573406,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-10-30 15:57:00,0.85,United Kingdom,8.5
543036,21907,I'M ON HOLIDAY METAL SIGN,1,2011-02-02 15:57:00,2.1,United Kingdom,2.1
543822,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-02-14 09:24:00,1.25,Spain,15.0
539414,22732,3D VINTAGE CHRISTMAS STICKERS ,3,2010-12-17 13:45:00,1.25,United Kingdom,3.75
555207,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-06-01 12:19:00,1.69,United Kingdom,13.52
544833,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,2011-02-24 10:10:00,2.1,United Kingdom,25.200000000000003
563444,85176,SEWING SUSAN 21 NEEDLE SET,4,2011-08-16 13:50:00,0.85,United Kingdom,3.4
541696,22971,QUEENS GUARD COFFEE MUG,1,2011-01-20 18:08:00,4.96,United Kingdom,4.96
556241,22990,COTTON APRON PANTRY DESIGN,2,2011-06-09 16:04:00,4.95,Spain,9.9
541971,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-01-24 13:48:00,4.13,United Kingdom,4.13
546891,90119,METALIC LEAVES BAG CHARMS,1,2011-03-17 18:18:00,2.46,United Kingdom,2.46
563714,21794,CLASSIC FRENCH STYLE BASKET NATURAL,16,2011-08-18 15:51:00,3.95,United Kingdom,63.2
577535,22610,PENS ASSORTED FUNNY FACE,36,2011-11-20 14:07:00,0.19,United Kingdom,6.84
560926,48188,DOORMAT WELCOME PUPPIES,1,2011-07-22 09:20:00,15.79,United Kingdom,15.79
579777,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-11-30 15:13:00,0.83,United Kingdom,0.83
574863,23080,RED METAL BOX TOP SECRET,2,2011-11-07 12:29:00,8.25,United Kingdom,16.5
580097,85066,CREAM SWEETHEART MINI CHEST,5,2011-12-01 14:58:00,12.75,United Kingdom,63.75
558888,23284,DOORMAT KEEP CALM AND COME IN,2,2011-07-04 15:29:00,7.95,United Kingdom,15.9
561194,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-07-25 13:54:00,4.15,Germany,16.6
567507,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-09-20 14:46:00,2.46,United Kingdom,2.46
537879,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-12-09 08:34:00,2.55,United Kingdom,15.299999999999999
546658,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-03-15 14:21:00,2.95,United Kingdom,17.700000000000003
570714,23200,JUMBO BAG PEARS,20,2011-10-12 10:20:00,2.08,Switzerland,41.6
567168,22659,LUNCH BOX I LOVE LONDON,2,2011-09-18 12:24:00,1.95,United Kingdom,3.9
581219,51014C,"FEATHER PEN,COAL BLACK",1,2011-12-08 09:28:00,0.83,United Kingdom,0.83
576606,79321,CHILLI LIGHTS,4,2011-11-15 15:33:00,5.75,United Kingdom,23.0
578827,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,2011-11-25 14:25:00,5.79,United Kingdom,5.79
571065,79191C,RETRO PLASTIC ELEPHANT TRAY,12,2011-10-13 14:59:00,0.85,Germany,10.2
557502,85131A,BEADED PEARL HEART WHITE ON STICK,1,2011-06-20 15:32:00,0.83,United Kingdom,0.83
550183,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,6,2011-04-14 17:58:00,1.25,United Kingdom,7.5
555284,79000,MOROCCAN TEA GLASS,24,2011-06-02 09:37:00,0.65,United Kingdom,15.600000000000001
571716,85099F,JUMBO BAG STRAWBERRY,2,2011-10-18 17:05:00,4.13,United Kingdom,8.26
540418,84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,1,2011-01-07 11:04:00,1.66,United Kingdom,1.66
538710,10135,COLOURING PENCILS BROWN TUBE,20,2010-12-14 10:48:00,0.42,United Kingdom,8.4
544812,22549,PICTURE DOMINOES,1,2011-02-23 15:58:00,3.29,United Kingdom,3.29
C579192,23320,GIANT 50'S CHRISTMAS CRACKER,-12,2011-11-28 15:43:00,2.89,France,-34.68
565684,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-06 10:46:00,1.25,United Kingdom,15.0
556095,22502,PICNIC BASKET WICKER SMALL,2,2011-06-08 15:27:00,10.79,United Kingdom,21.58
550775,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-04-20 13:18:00,2.08,United Kingdom,20.8
555109,22469,HEART OF WICKER SMALL,2,2011-05-31 14:19:00,1.65,United Kingdom,3.3
569496,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-10-04 13:45:00,2.95,Belgium,17.700000000000003
565397,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-09-02 16:43:00,4.25,United Kingdom,8.5
548313,23177,TREASURE ISLAND BOOK BOX,2,2011-03-30 12:15:00,2.25,United Kingdom,4.5
569538,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-10-04 15:55:00,1.25,United Kingdom,15.0
568721,10135,COLOURING PENCILS BROWN TUBE,1,2011-09-28 16:24:00,2.46,United Kingdom,2.46
541123,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-01-14 09:52:00,4.95,United Kingdom,14.850000000000001
563698,23350,ROLL WRAP VINTAGE SPOT ,4,2011-08-18 13:46:00,1.25,United Kingdom,5.0
537415,22840,ROUND CAKE TIN VINTAGE RED,4,2010-12-06 15:09:00,7.95,United Kingdom,31.8
541497,84912B,GREEN ROSE WASHBAG,1,2011-01-18 15:19:00,3.29,United Kingdom,3.29
562843,23206,LUNCH BAG APPLE DESIGN,1,2011-08-09 17:37:00,4.13,United Kingdom,4.13
C562620,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,2011-08-08 12:34:00,3.75,United Kingdom,-3.75
577358,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,2011-11-18 15:59:00,0.83,United Kingdom,1.66
545764,37413,ICON MUG REVOLUTIONARY,1,2011-03-07 12:00:00,0.39,United Kingdom,0.39
569898,DOT,DOTCOM POSTAGE,1,2011-10-06 16:08:00,297.66,United Kingdom,297.66
538313,22728,ALARM CLOCK BAKELIKE PINK,1,2010-12-10 13:50:00,3.75,United Kingdom,3.75
539437,22161,HEART DECORATION RUSTIC HANGING ,1,2010-12-17 14:54:00,0.81,United Kingdom,0.81
565801,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-09-07 10:28:00,2.08,France,20.8
555115,21934,SKULL SHOULDER BAG,5,2011-05-31 14:58:00,3.29,United Kingdom,16.45
546963,22701,PINK DOG BOWL,6,2011-03-18 11:39:00,2.95,United Kingdom,17.700000000000003
574074,51014C,"FEATHER PEN,COAL BLACK",1,2011-11-02 15:33:00,0.83,United Kingdom,0.83
541497,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2011-01-18 15:19:00,3.29,United Kingdom,3.29
563855,23207,LUNCH BAG ALPHABET DESIGN,10,2011-08-19 15:29:00,1.65,United Kingdom,16.5
C575872,D,Discount,-1,2011-11-11 12:52:00,97.14,United Kingdom,-97.14
536945,22956,36 FOIL HEART CAKE CASES,1,2010-12-03 12:24:00,2.1,United Kingdom,2.1
540121,20705,MRS ROBOT SOFT TOY,24,2011-01-05 10:35:00,1.95,United Kingdom,46.8
543279,48173C,DOORMAT BLACK FLOCK ,2,2011-02-06 14:46:00,7.95,United Kingdom,15.9
564184,22423,REGENCY CAKESTAND 3 TIER,2,2011-08-23 15:11:00,12.75,EIRE,25.5
548654,22055,MINI CAKE STAND  HANGING STRAWBERY,16,2011-04-01 13:47:00,1.65,Germany,26.4
539442,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-12-17 15:39:00,2.95,United Kingdom,17.700000000000003
565920,23375,50'S CHRISTMAS PAPER GIFT BAG,10,2011-09-08 08:56:00,0.82,United Kingdom,8.2
571716,21824,PAINTED METAL STAR WITH HOLLY BELLS,24,2011-10-18 17:05:00,0.83,United Kingdom,19.919999999999998
538863,20617,FIRST CLASS PASSPORT COVER ,2,2010-12-14 14:15:00,2.1,United Kingdom,4.2
552288,22383,LUNCH BAG SUKI DESIGN ,10,2011-05-08 13:20:00,1.65,United Kingdom,16.5
537638,21774,DECORATIVE CATS BATHROOM BOTTLE,2,2010-12-07 15:28:00,2.51,United Kingdom,5.02
539595,22939,APRON APPLE DELIGHT,1,2010-12-20 13:43:00,11.02,United Kingdom,11.02
548978,22383,LUNCH BAG SUKI DESIGN ,10,2011-04-05 12:08:00,1.65,United Kingdom,16.5
566319,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-12 11:25:00,4.95,United Kingdom,19.8
547708,85066,CREAM SWEETHEART MINI CHEST,160,2011-03-24 18:34:00,12.98,United Kingdom,2076.8
580148,23096,PETIT TRAY CHIC,1,2011-12-02 10:08:00,3.29,United Kingdom,3.29
575269,21905,MORE BUTTER METAL SIGN ,12,2011-11-09 12:08:00,0.79,United Kingdom,9.48
543533,21988,PACK OF 6 SKULL PAPER PLATES,3,2011-02-09 13:00:00,1.63,United Kingdom,4.89
564141,21927,BLUE/CREAM STRIPE CUSHION COVER ,8,2011-08-23 11:47:00,1.25,United Kingdom,10.0
549257,22271,FELTCRAFT DOLL ROSIE,1,2011-04-07 12:29:00,2.95,United Kingdom,2.95
559163,21329,DINOSAURS  WRITING SET ,3,2011-07-06 16:33:00,0.83,United Kingdom,2.4899999999999998
568785,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-09-29 09:16:00,4.25,United Kingdom,17.0
571239,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-10-14 14:54:00,4.15,Singapore,16.6
559607,21395,BLUE POLKADOT BEAKER ,48,2011-07-11 11:39:00,0.39,France,18.72
561025,21755,LOVE BUILDING BLOCK WORD,1,2011-07-24 10:37:00,5.95,United Kingdom,5.95
536611,21272,SALLE DE BAIN HOOK,12,2010-12-02 09:43:00,1.25,United Kingdom,15.0
542994,22423,REGENCY CAKESTAND 3 TIER,16,2011-02-02 12:03:00,10.95,United Kingdom,175.2
569488,22470,HEART OF WICKER LARGE,3,2011-10-04 13:10:00,2.95,United Kingdom,8.850000000000001
558351,23089,GLASS BON BON JAR,24,2011-06-28 14:52:00,1.65,United Kingdom,39.599999999999994
577850,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,24,2011-11-22 11:04:00,0.83,EIRE,19.919999999999998
555567,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4,2011-06-05 15:25:00,0.85,United Kingdom,3.4
554310,82567,"AIRLINE LOUNGE,METAL SIGN",1,2011-05-23 15:25:00,1.63,United Kingdom,1.63
539453,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2010-12-17 17:08:00,8.47,United Kingdom,8.47
574660,22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,2011-11-06 11:55:00,0.39,United Kingdom,0.39
538808,22618,COOKING SET RETROSPOT,3,2010-12-14 12:11:00,9.95,United Kingdom,29.849999999999998
578977,90082A,DIAMANTE BOW BROOCH GREEN COLOUR,1,2011-11-27 15:18:00,6.35,United Kingdom,6.35
561900,21206,STRAWBERRY HONEYCOMB  GARLAND ,2,2011-07-31 15:31:00,1.65,United Kingdom,3.3
569360,23339,EGG FRYING PAN BLUE ,2,2011-10-03 14:59:00,2.08,United Kingdom,4.16
564484,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-08-25 13:46:00,1.65,United Kingdom,1.65
565147,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-09-01 13:53:00,0.39,United Kingdom,9.36
536544,72799E,IVORY PILLAR CANDLE SILVER FLOCK,2,2010-12-01 14:32:00,3.36,United Kingdom,6.72
537638,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2010-12-07 15:28:00,2.51,United Kingdom,2.51
546542,22089,PAPER BUNTING VINTAGE PAISLEY,2,2011-03-14 15:13:00,2.95,United Kingdom,5.9
579508,23695,DOILY THANK YOU CARD,2,2011-11-29 16:33:00,0.83,United Kingdom,1.66
553933,85099B,JUMBO BAG RED RETROSPOT,30,2011-05-20 10:30:00,2.08,United Kingdom,62.400000000000006
559692,22466,FAIRY TALE COTTAGE NIGHTLIGHT,1,2011-07-11 15:52:00,1.95,United Kingdom,1.95
558633,22386,JUMBO BAG PINK POLKADOT,10,2011-06-30 19:13:00,2.08,United Kingdom,20.8
559824,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,2,2011-07-12 17:23:00,2.1,United Kingdom,4.2
576837,21000,ROSE DU SUD COSMETICS BAG,1,2011-11-16 15:16:00,3.29,United Kingdom,3.29
567182,23203,JUMBO BAG VINTAGE DOILY ,10,2011-09-18 15:21:00,2.08,United Kingdom,20.8
573032,22470,HEART OF WICKER LARGE,3,2011-10-27 13:36:00,2.95,United Kingdom,8.850000000000001
563239,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-15 10:02:00,1.65,United Kingdom,1.65
554694,46776E,WOVEN CANDY CUSHION COVER ,2,2011-05-25 17:06:00,4.13,United Kingdom,8.26
547098,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-03-21 10:13:00,5.45,United Kingdom,16.35
562031,23298,SPOTTY BUNTING,2,2011-08-01 17:37:00,4.95,United Kingdom,9.9
578921,23346,SPACEBOY BEAKER,2,2011-11-27 11:57:00,1.25,United Kingdom,2.5
562437,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-08-04 17:58:00,5.95,United Kingdom,17.85
562264,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2011-08-03 16:14:00,3.29,United Kingdom,6.58
571712,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,2011-10-18 16:46:00,1.25,United Kingdom,3.75
554825,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-05-26 14:45:00,0.42,United Kingdom,10.08
571242,22961,JAM MAKING SET PRINTED,48,2011-10-14 15:04:00,1.45,United Kingdom,69.6
574684,85099B,JUMBO BAG RED RETROSPOT,50,2011-11-06 12:56:00,1.79,United Kingdom,89.5
C577892,POST,POSTAGE,-1,2011-11-22 11:43:00,3.25,United Kingdom,-3.25
569968,23372,SET 36 COLOUR PENCILS DOLLY GIRL,2,2011-10-06 18:56:00,1.25,United Kingdom,2.5
C544840,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-02-24 11:06:00,3.75,United Kingdom,-3.75
555565,22191,IVORY DINER WALL CLOCK,2,2011-06-05 15:06:00,8.5,United Kingdom,17.0
554818,22435,SET OF 9 HEART SHAPED BALLOONS,24,2011-05-26 14:09:00,1.25,United Kingdom,30.0
538208,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2010-12-10 11:39:00,4.95,United Kingdom,4.95
541497,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,2011-01-18 15:19:00,4.13,United Kingdom,8.26
552330,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-05-09 10:13:00,3.75,United Kingdom,15.0
560233,21901,"KEY FOB , BACK DOOR ",2,2011-07-17 11:10:00,0.65,United Kingdom,1.3
552508,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-05-09 16:27:00,15.79,United Kingdom,15.79
538888,22203,MILK PAN RED RETROSPOT,2,2010-12-14 16:23:00,3.75,United Kingdom,7.5
576463,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2011-11-15 11:37:00,2.1,United Kingdom,4.2
548370,46000M,POLYESTER FILLER PAD 45x45cm,10,2011-03-30 16:14:00,1.55,United Kingdom,15.5
577393,21484,CHICK GREY HOT WATER BOTTLE,36,2011-11-18 17:06:00,3.75,United Kingdom,135.0
542113,21155,RED RETROSPOT PEG BAG,6,2011-01-25 13:55:00,2.1,United Kingdom,12.600000000000001
551173,22084,PAPER CHAIN KIT EMPIRE,1,2011-04-26 16:54:00,5.79,United Kingdom,5.79
540242,21389,IVORY HANGING DECORATION  BIRD,24,2011-01-05 15:30:00,0.85,United Kingdom,20.4
556229,16161U,WRAP SUKI AND FRIENDS,25,2011-06-09 14:43:00,0.42,United Kingdom,10.5
546306,21898,POTTING SHED ROSE CANDLE,1,2011-03-10 16:16:00,2.46,United Kingdom,2.46
581457,23535,WALL ART BICYCLE SAFETY,126,2011-12-08 18:43:00,3.9,United Kingdom,491.4
538664,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2010-12-13 15:46:00,1.06,United Kingdom,76.32000000000001
547960,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-03-28 15:27:00,1.95,United Kingdom,3.9
569826,23511,EMBROIDERED RIBBON REEL EMILY ,6,2011-10-06 12:25:00,2.08,United Kingdom,12.48
556091,47566b,TEA TIME PARTY BUNTING,1,2011-06-08 15:25:00,8.29,United Kingdom,8.29
544201,84509a,SET OF 4 ENGLISH ROSE PLACEMATS,1,2011-02-17 10:11:00,7.46,United Kingdom,7.46
559295,22151,PLACE SETTING WHITE HEART,24,2011-07-07 12:32:00,0.42,Belgium,10.08
566771,21065,BOOM BOX SPEAKER GIRLS,2,2011-09-15 09:34:00,5.95,United Kingdom,11.9
574950,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-11-08 09:29:00,1.63,United Kingdom,1.63
576769,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-11-16 13:14:00,1.65,United Kingdom,16.5
579141,22071,SMALL WHITE RETROSPOT MUG IN BOX ,1,2011-11-28 13:06:00,3.75,United Kingdom,3.75
562342,84596F,SMALL MARSHMALLOWS PINK BOWL,16,2011-08-04 12:13:00,0.42,United Kingdom,6.72
536742,22379,RECYCLING BAG RETROSPOT ,1,2010-12-02 13:14:00,2.1,United Kingdom,2.1
560567,23205,CHARLOTTE BAG VINTAGE ALPHABET ,30,2011-07-19 13:57:00,2.46,United Kingdom,73.8
569555,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-10-05 08:17:00,4.15,United Kingdom,16.6
562024,46776B,WOVEN BERRIES CUSHION COVER ,2,2011-08-01 16:07:00,4.13,United Kingdom,8.26
C562559,21231,SWEETHEART CERAMIC TRINKET BOX,-13,2011-08-05 17:08:00,1.25,United Kingdom,-16.25
563832,47566,PARTY BUNTING,2,2011-08-19 12:33:00,4.95,United Kingdom,9.9
571295,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-10-16 16:12:00,2.95,United Kingdom,17.700000000000003
558774,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,2011-07-04 10:17:00,4.13,United Kingdom,4.13
541107,85019A,ROMANTIC IMAGES NOTEBOOK SET,24,2011-01-13 14:55:00,1.25,United Kingdom,30.0
548504,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-03-31 14:33:00,4.13,United Kingdom,4.13
571498,22150,3 STRIPEY MICE FELTCRAFT,2,2011-10-17 15:06:00,1.95,United Kingdom,3.9
581405,23074,EMBOSSED HEART TRINKET BOX,1,2011-12-08 13:50:00,2.08,United Kingdom,2.08
546912,22417,PACK OF 60 SPACEBOY CAKE CASES,4,2011-03-17 20:12:00,0.55,United Kingdom,2.2
561378,23296,SET OF 6 TEA TIME BAKING CASES,12,2011-07-26 16:55:00,1.25,United Kingdom,15.0
547221,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,2011-03-21 15:06:00,8.5,United Kingdom,51.0
551058,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2011-04-26 12:07:00,1.49,United Kingdom,1.49
575177,21174,POTTERING IN THE SHED METAL SIGN,2,2011-11-08 18:41:00,4.13,United Kingdom,8.26
579458,23206,LUNCH BAG APPLE DESIGN,1,2011-11-29 14:38:00,1.65,United Kingdom,1.65
554974,23171,REGENCY TEA PLATE GREEN ,12,2011-05-27 17:14:00,1.65,United Kingdom,19.799999999999997
538156,21205,MULTICOLOUR 3D BALLS GARLAND,5,2010-12-09 16:53:00,2.55,United Kingdom,12.75
572240,23341,PINK DINER WALL CLOCK,2,2011-10-21 15:18:00,8.5,United Kingdom,17.0
572861,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,2011-10-26 12:46:00,1.25,United Kingdom,15.0
580136,20794,BLUE  TILE HOOK,1,2011-12-01 19:42:00,2.55,United Kingdom,2.55
558475,21090,SET/6 COLLAGE PAPER PLATES,12,2011-06-29 15:58:00,0.83,United Kingdom,9.959999999999999
580753,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-12-06 10:00:00,0.55,France,13.200000000000001
561648,20728,LUNCH BAG CARS BLUE,4,2011-07-28 15:21:00,1.65,United Kingdom,6.6
566164,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2011-09-09 11:56:00,7.46,United Kingdom,67.14
549943,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,2011-04-13 12:09:00,3.25,United Kingdom,3.25
558835,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,2011-07-04 11:58:00,4.13,United Kingdom,12.39
568697,22144,CHRISTMAS CRAFT LITTLE FRIENDS,40,2011-09-28 14:57:00,1.85,United Kingdom,74.0
561369,22571,ROCKING HORSE RED CHRISTMAS ,1,2011-07-26 16:22:00,1.63,United Kingdom,1.63
578068,22555,PLASTERS IN TIN STRONGMAN,1,2011-11-22 15:45:00,1.65,United Kingdom,1.65
541695,85202,HANGING WOOD AND FELT HEART,2,2011-01-20 18:01:00,0.42,United Kingdom,0.84
566949,22872,NUMBER TILE COTTAGE GARDEN 4,1,2011-09-15 16:32:00,4.13,United Kingdom,4.13
565803,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-09-07 10:38:00,2.95,United Kingdom,17.700000000000003
548172,21094,SET/6 RED SPOTTY PAPER PLATES,48,2011-03-29 14:13:00,0.85,United Kingdom,40.8
557642,22697,GREEN REGENCY TEACUP AND SAUCER,3,2011-06-21 16:35:00,5.79,United Kingdom,17.37
559199,23245,SET OF 3 REGENCY CAKE TINS,12,2011-07-07 10:28:00,4.95,United Kingdom,59.400000000000006
